,,Task_sequence,"1.judge(“sure yes”,“unsure yes”, “unsure no”, “sure no”) how well the personality traits applied to the evaluated condition(self, other, syllables)
2.judge(“sure yes”,“unsure yes”, “unsure no”, “sure no”)whether the word are same to the corresponding test phase in study phase","1. Time1 (within two months of their arrival in US): judge(yes, no) whether the traits applied to the evaluated condition(self, mother,font)
2. complete the Self Construal Scale (Singelis, 1994), which measures two dimensions of self-construal styles: independence and interdependence
3. Time2 (six months after the initial scan): judge(yes,no) whether the traits applied to the evaluated condition(self, mother, font)
4. complete the Self Construal Scale again","Day1(two weeks prior to scanning):
complete personality questionnaire, team assignment&ID, sentences pre-test online

Day2:
1.before scanning:recall team, show network
2.in scanner: alone:go/no-go Task, video:group login, with group: go/no-go Task, self-reference localizer task
3.after scanning:assess harm, surprise recognition","1.judge (1 = not at all,2= a little,3= quite well,4= completely) how well the trait adjectives applied to the evaluated condition(1P_Self, 1P_Other, 3P_Self, 3P_Other)  

(1P_Self:‘Are you sociable?, 1P_Other:Is Caroline sociable, 3P_Self: According to Caroline, are you sociable, 3P_Other: According to Caroline, is  she sociable?)","1.read two-sentence scenarios
2.anwser random comprehension questions
3.judge(yes,no)whether the traits applied to the evaluated condition(self, other)","1.judge(yes,no) whether traits applied to the evaluated condition(self-referential, other-referential, letter-recognition) 
2.discriminate between studied (old) words and unstudied (new) words","1.judge(yes,no) whether the adjective applied to the evaluated condition(Self, Albert Einstein, case) 
2.judge(yes,no)whether adjectives are studied previously","1.judge(yes,no)whether the adjective applied to the evaluated condition(Self, Albert Einstein, case) 
2.judge(yes,no)whether adjectives are studied previously","1.judge(yes,no) whether adjectives applied to the evaluated condition(Self,Jesus, Sakyamuni, Zhu-Rongji,Font) 
2.evaluate the word as old or new
3.rate(0-no influence, 6-very strong influence) how the factors influenced his/her judgments of the personality of the self or of others: one’s behavior;friends’ evaluation; one’s relationship with others;and Jesus’ evaluation.","1.Judge(yes,no) whether the normed personality traits applied to the evaluated condition(Self, Jesus, Sakyamuni, Famous(Zhu-Rongji), Font),
2.evaluate the word as old or new, 
if identified the word as new,it disappeared after response,
if  identified the word as old,participants were further asked to make an R/K judgment by indicating whether ‘remembering’ (R) the item or simply ‘knowing’ (K) the item","1.judge (yes,no) whether the traits applied to the evaluated condition(self, friend,case)
2.evaluate the word as old or new
 ","1.viewe a subset of 80 pictures 24 ± 4 h prior to scanning
2.passive view pictures
3.answer(yes,no) questions regarding to self-referentiality(does this picture personally relate to you?’) 
4.answer(yes,no) questions regarding to episodic memory retrieval(Is this picture familiar to you?)","judge(yes,no) whether personality traits applied to self, typical male celebrity,typical female celebrity, lexical control condition","1.judge(1 = not at all , 4 = very)how well the adjectives described either themselves or then-current US President, George W. Bush in three kinds of traits[(i) stable personality (e.g., In general, how brave?); (ii)  current mental states (e.g., In the moment, how  bored?); and (iii) stable physical attributes (e.g.,  Physically, how tall?]","1.online questionnaire:list the names of 10 familiar women,rate attractiveness of them and self(1-7), few days before fMRI session
2 judge(left,right) more attractive faces(themselves,other)or(familiar other,other) 
3.rate the attractiveness of the 240 faces on the same 100-point (ranging  from very unattractive to very attractive)","1. judge(yes,no) whether the normedpersonality traits applied to the evaluated condition(Self, Bush, Case)
2.judge if the word appears in the first stage","1.judge(yes,no)whether trait adjectives describe themselves,the best friend,a neutral stranger,and an unpleasant person
2.rate the selected persons on emotional valence scale ranging(-5~+5)","1. judge(yes,no) whether personality traits applied to themselves, the minimally-related other, or the unrelated other
2.complete a surprise memory test consisting of 600 trait words(old,new)","1.evaluate the same characteristics of themselves and minimally related other or the unrelated other(1-4 rating)(self trials:witty,minimally related other:kind, unrelated other:sweet)
2.complete self-evaluations of traits","1.judge(yes,no)traits describe self or Bruce Lee
2.indicate whether the adjectives was old on a 6-point scale","1.trait judgment task to assess mentalizing by asking participants,scale responses corresponded to 1 (unlike this person) to 3 (very much like this person)(mentalizing:provided one name per social closeness condition, then provided the length of their rela- tionship with those individuals )","1. judge(yes,no) based on the 1PP or 3PP condition to self, a friend,and someone famous;font
2. evaluate whether  these words are“old” or “new” ","
1. rating (valence, the degree to which they had thought about having the trait or role described by the stimulus)
2. make judgments about themselves and a close other regarding the target’s traits,roles and group memberships","1.judge（1-6 rating）whether well the traits applied to the evaluated condition(Self, Best friend and Danish Queen) 
2.recall whether each adjective had initially been characterized as fitting the person or not
3.control scan: indicate whether the number of syllables was even",,"1.identify someonethey personally know well (a close friend) and whom they see at the university
2.judge whether the extent to which trait described their own personality or a close friend, either in a specific context(i.e., as a student) or in general
3.post-scan judgement
4.two other kinds of judgments :rated the difficulty(1-4),indicate whether some specific events(1-4)","1.judge(yes, no) whether short sentences was true about self, other(acquaintance like classmate or teammate), semantic","1.judge(yes, no) personality trait sentencess （under self reference conditions）
2.judge (yes, no) whether every word of their chosen acquaintance is true (under other reference conditions)
3.determining whether a sentence is correct in terms of general knowledge (under semantic conditions)","1.judge (yes, no) whether 180 words (90 appearances/90 characters) describe me, mom, President Bush",1.evaluate whether these words described them as a parent (Self) or whether they believe these qualities can change for parents in general (Change),"1. judge whether(yes, no) the personality trait applies to the evaluated condition (self, a close other, positive/contain two syllables)","1. judge how well (1-4) the personality trait applies to the evaluated condition (self, a close other or a non-close other) in directed (self) and reflected perspective (close other, non-close other)","1. complete the Positive and Negative Affect Schedule
2. judge (0-5 scale) how well the traits applied to the evaluated condition(self, lexical) when listening to emotion-inducing music(sad, happy, neutral)
3. complete Self-Assessment-Manikin rating to assess mood","1. judge(yes, no) whether the traits applied to the evaluated condition(self, intimate other, lexical)
2. evaluate the word as old or new
3. indicate which person in the ‘other’ condition and evaluated this person (negative/positive, -4-4)","1. judge(yes,no) whether the phrase described oneself or Harry Potter by listening to the materials","1. you/computer turn over cards indicating traits by self or computer (agentic self-reference task)
2. judge how well (1-4)  the traits applied to the evaluated condition(Self, other)
3. evaluate traits as old/new","1. you/computer turn over cards indicating traits by self or computer (agentic self-reference task)
2. evaluate traits as old/new(1-3)
[3. judge how well (1-4)  the traits applied to the evaluated condition(Self, other), only 15 take part]","1. judge(yes,no) whether traits apply across three condition (self, other, semantic)","1. judge how well the traits applied to the evaluated condition(Self, Ju-yung Chung, font)
2. complete 10-min distraction task
3. evaluate the word as old or new
4. measure cultural orientation through INDCOL scale","1. judge how well the traits applied to the evaluated condition(Self, Ju-yung Chung, font)
2. complete 12-min distraction task
3. evaluate the word as old or new
4. measure cultural orientation through INDCOL scale"," judge(yes, no) whether the traits applied to the evaluated condition(self, other, social desirable)","
1. judge(1-4) how well a statement(physical, academic, prosocial) applied to the evaluated condition(Self, Mother)  
2. rate importance and valence of traits","1. complete the SAT task: prompt question-watch movie-answer questions (only 17 participants)
2. judge (choose one of two adjectives) which traits applied to the evaluated condition(self, mother, letter) ","1. judge(yes, no) whether the traits applied to the evaluated condition(Self, Luxun);
remember/forget the trait after judging it
2. evaluate the word as old or new","1. complete the mini-DIPS interview; 
2. complete the MIPQS: rate 32 items describing interpersonal behavior as relevant for them or not
3. develop narratives concerning their most relevant interpersonal behavior patterns
4. recall relationship episodes involving self, others, control when IRPS images are presented
2. rate arousal and valence (1-9) of their feelings","1. judge(yes,no) whether a trait describe self,mother,father,friend,Liu, font
2. evaluate the word as old or new
3. complete scales measuring collectivity ","1. judge(yes, no) whether the left trait in word pairs applied to the evaluated condition(Self, Hu Jintao) 
2. complete DSS, a scale measuring dispositional naïve dialecticism","1. judge(yes,no) whether the traits applied to the evaluated condition(self, an intimate-other (i.e. mother) public figure)
2. evaluate the word as old or new","judge (yes,no)whether a trait applied to the conditions (self, other/ LuXun,a word as“negative”or ""positive"")","judge (yes,no)whether a trait applied to the conditions (self, other/ LuXun,a word as“negative”or ""positive"")","1. complete the self-esteem evaluation (RSE)
2. judge(yes,no) whether sentencess from Coopersmith Self-Esteem Inventory apply across three conditions (self, other/their brothers,semantic)","1. complete self-esteem evaluation(RSE)
2. evaluate the traits of classmates and celebrity to create a context of social feedback for scanning
3. judge(1-4) how well a trait describes self or celebrity;","1. judge how well the traits applied to the evaluated condition(Self, Naoto Kan) 
2. evaluate the word as old or new","1. associative learning: form associations between three colors and three persons(self, friend, stranger)
2. working memory training: match color and label
3. working memory task: 1) remember the locations and social labels of color cues, 2) judge whether location of new black circules matches before","1. judge whether(yes, no) traits applied to the evaluated condition(self, other, semantic, letter)
2. evaluate the word as old/new","1. judge(1-4) how well statements apply to evaluated conditions (personal, relational, collective self-worth, semantic/general knowledge)","1. judge (yes,no)whether a trait applied to the conditions (self, other/ LuXun,a word as“negative”or ""positive"")","judge (yes,no)whether a trait applied to the conditions (self, other/ LuXun,a word as“negative”or ""positive"")"
,,Task_sequence_standardized,"1.encoding: trait judgment [in scanner]
2.retrieval:recognition(old, new, 1-4)[in scanner]",encoding: trait judgment [in scanner],"1. encoding: trait judgment [in scanner]
2. retrieval:  surprise recognition memory task: judgment for 80 moral behavior sentences (old, new) [out of scanner]",encoding: trait judgment [in scanner],1.encoding:traits judgment [in scanner],"1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new) [out of scanner]
","1.encoding, trait judgment [in scanner] 
2.retrieval, recognition(old, new) [out of scanner ]","1.encoding, trait judgment [in scanner] 
 2.retrieval, recognition(old, new) [out of scanner ]","1.encoding: trait judgment [in scanner] 
2.retrieval: recognition (old, new) [out of scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new),R/K judgment, [out of scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition (old, new) [out of scanner]
","1.viewe a subset of 80 pictures 24 ± 4 h[out of scanner] 
2.encoding:answer(yes,no) questions regarding to self-referentiality and episodic memory retrieval [in scanner]",1.encoding:trait judgment[in scanner],"1.encoding, trait judgment [in scanner] ","1.online questionnaire
2.encoding:attractiveness comparison [in scanner]","1.encoding:trait judgment) [in scanner]
2.retrieval:recognition(old, new) [out of scanner]",1.encoding:trait judgment[in scanner],1.encoding:trait judgment[in scanner],1.encoding:trait judgment[in scanner],"1.encoding:trait judgment, self or Bruce Lee [in scanner]
2.retrieval:judge old or new [out of scanner]","
1.encoding:trait judgment task [in scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old, new) [out of scanner]","1. encoding (trait, role, group )[in scanner]",1. encoding: trait judgment [in scanner],,"1.encoding: trait judgment [in scanner]
2.rating(difficulty(1-4) and some specific events(1-4))[out of scanner]","1. choose an acquaintance [in scanner]
2.encoding:trait judgment [in scanner]","1. encoding:trait judgment(self, acquaintance, other)[in scanner](to examine whether differences in self-reflective processing are associated with psychosis proneness)","1.encoding:trait judgment[in scanner]( (1) self-reflection about character vs appearance traits, and (2) reflection about self vs a close/personally known / a distant, personally unknown other person)",1.encoding:trait judgment[in scanner],1. encoding: trait judgment [in scanner],1. encoding: trait judgment [in scanner],1. encoding: trait judgment [in scanner],"1. encoding: trait judgment [in scanner]
2. retrieval: recognition (old, new) [out of scanner]","1. encoding: phrase judgment, auditory [in scanner]","1. encoding: trait memorization [in scanner]
2. encoding: trait judgment [in scanner]
3. retrieval: recognition (old, new) [out of scanner]","

1. encoding: trait memorization [in scanner]
2. retrieval: recognition (old, new with high/low confidence, 1-4) [in scanner]",1. encoding: trait judgment [in scanner],"1. encoding: trait judgment [out of scanner]
2. distractor [out of scanner]
3. retrieval: recognition (old, new) [out of scanner]","1. encoding: trait judgment [in scanner]
2. distractor [out of scanner]
3. retrieval: recognition (old, new) [out of scanner]",encoding: trait judgment [in scanner],"1. encoding: trait judgment (self, mother task) [in scanner]
2. rating: importance of trait [out of scanner]
3. rating: valence of trait [out of scanner]",1.encoding (trait judgment)[in scanner],"1. encoding: trait judgment in remember or forget condition [in scanner]
2. retrieval: recognition (old, new) [out of scanner]","1. encoding: recall relationship episodes involving self, others) [in scanner]
after each item, rating: rousal and valence of their feelings [in scanner]","1. encoding: trait judgment [in scanner]
2. retrieval: recognition (old, new) [out of scanner]","
1. encoding: trait judgment [in scanner]","1. encoding: trait judgment [in scanner]
2. retrieval: recognition (old, new) [out of scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new),R/K judgment, [out of scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new),R/K judgment, [out of scanner]",1. encoding: trait judgment [in scanner],"1. evaluation: trait [out of scanner]
2. encoding: trait judgment [in scanner]","1. encoding: trait judgment [in scanner]
2. retrieval: recognition (old, new) [in scanner]","1. associative learning: form associations between three colors and three persons(self, friend, stranger)
2. working memory training: match color and label
3. working memory task: 1) remember the locations and social labels of color cues, 2) judge whether location of new black circules matches before","1. encoding: trait judgment [in scanner]
2. retrieval: recognition (old, new) [out of scanner]",1.encoding:trait judgment[in scanner],"1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new),R/K judgment, [out of scanner]","1.encoding: trait judgment [in scanner]
2.retrieval: recognition(old,new),R/K judgment, [out of scanner]"
,,Deviation,no,Yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,Yes,Yes,no,yes,no,yes,no,yes,no,yes,no,,Yes,yes,Yes,yes,yes,yes,yes,Yes,no,yes,yes,yes,Yes,no,no,yes,yes,Yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,No,yes,no,no
,,Other_task/scale,,"Self Construal Scale (SCS; Singelis, 1994)",,,Valence and arousal ratings rated by online participants who did not participate in the MRI study.,"Self-Construal Scale (SCS; Singelis, 1994), socioeconomic status ladder (Kilpatrick and Cantril, 1960), Inclusion of Other in the Self (IOS) scale (Aron et al., 1992)","Mini-Mental State Examination (MMSE; Folstein, Folstein, & McHugh, 1975)","Mini-Mental State Examination (MMSE; Folstein, Folstein, & McHugh, 1975)",page6.influence rating about: one’s behavior; friends’ evaluation; one’s relationship with others; and Jesus’ evaluation(0-6),,,,Bem Sex-Role Inventory (BSRI),,,,,Affect MisattributionProcedure (AMP),,NA,"Mini-Mental State Exam (MMSE; Folstein et al., 1975); Geriatric Depression Scale;self-report measure of attachment (WHOTO; Hazan et al., 1991;Fraley and Davis, 1997);Inclusion of Other in Self (IOS) scale (Aron et al., 1992)",,,"rated adjectives as to how well they applied to themselves, or, in separate series, their best friend or the Danish Queen,The rating was done on a six-point scale to ensure adequate encoding",,"two ratings:first, they rated the difficulty they had to make the descriptiveness judgment during the scanning session (1 = “very easy”, 2= “quite easy”, 3= “quite difficult”,4 = “very difficult”); second, they were asked to indicate whether some specific events came to mind when they made their judgment during the scanning session (1 = “no specific event”,2= “one specific event”,3 = “several specific events”, 4= “a lot of specific events”)",,"Community Assessment of Psychic Experiences questionnaire (CAPE; Stefanis et al., 2002); Psychosis Proneness Questionnaire(Stefanis et al., 2002)",,"Parenting Stress Index, Third Edition Short Form (PSI-3-SF; Abidin, 1995),Parenting Sense of Competence Scale (PSOC; Johnston and Mash, 1989),Positive and Negative Affect Schedule (PANAS; Watson et al., 1988), Adverse Childhood Experiences Scale (ACES; Felitti et al., 1998)",,,"Multidimensional self-worth scale (Schütz and Sellin, 2006),
  Positive and Negative Affect Schedule (PANAS, Watson, 1988), 
 Self-Assessment-Manikin (SAM-)rating (Lang, 1980)","Mehrfachwahl-Wortschatz-Intelligenztest Version B,trail making test (Reitan, 1958), Penn Emotion 
  Recognition Test (Kohler et al., 2004),Verbal Learn and Memory Test Version A (Helmstaedter et al., 2001),",,"Agentic Self-reference Task:(1)a cue (“YOU” or “COMPUTER”)(1s) (2)four numbered cards(2s) (3)word(2s) trials were intermixed in a pseudorandom order and separated by a variable interstimulus interval (2–10 s)
 Agentic Self-reference Task:self trials( pressing one of four response buttons),other trials(a fifth button )
 Agentic Self-reference Task:52 self,52 other","Agentic Self-reference Task:(1)a cue (“YOU” or “COMPUTER”)(1s) (2)four numbered cards(2s) (3)word(2s) trials were intermixed in a pseudorandom order and separated by a variable interstimulus interval (2–10 s) Agentic Self-reference Task:104 self,104other",,INDCOL scales,INDCOL scales,NA,"Rating,Importance[1 (it’s very important to me not to have this trait) to 5 (it’s very important to me to have this trait)] and Valence[0/1,positive/ negative]","Social Attribution Task (Schultz et al., 2003)",,"Mini-DIPS,MIPQS and IRPS,Self-Assessment-Manikin","Individualism and Collectivism Attitude Scale(Triandis, 1995),Chinese Interpersonal Relationship Affective subscale","Dialectical Self Scale(DSS,Spencer Rodgers et al., 2004)",,,,Rosenberg self-esteem scale (RSE),Rosenberg self-esteem scale (RSE),,"1.associative learning procedure(form associations between three colors and three persons;self/friend/stranger);
  2.WM task training( a color label matching task,indicate whether the color label pairing matched with the instructed association,master the color label associations.)",NA,,,
,Desgin_info,Synchronic_design,within,mixed,within,within,Within,within,mixed,mixed,mixed,within,Within,within,mixed,within,within,within,within,within,within,within,within,mixed,Within,within,,Within,within,mixed,within,mixed,Within,Within,Within,within,mixed,within,within,within,within,within,within,Within,Within,within,within,within,Within,mixed,within,within,Within,within,within,within,within,within,within,within
,,Diachroni_design,cross-sectional,longitudinal,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional,cross-sectional
,Variable_info,IV1,"Reference: Self, other, Syllables","Reference: self, mother, font","Reference: self, other","Reference: self,other",Reference: self-relevant or non-self-relevant,"Reference: self, other, letter","Reference: self, other, case","Reference: self, other, case","Reference: Self, Jesus, Sakyamuni, other/Zhu-Rongji, Font","Reference: Self, Jesus, Sakyamuni, Famous(Zhu-Rongji), Font","Reference: Self, friend, case","Reference: self(se+),non-self(se-)","Attribute (male, female)","Reference: self,other",Reference: self-other vs familiar-other,"Reference:self, other/president Bush, case)","Reference: self,friend,neutral stranger,unpleasant person","Reference: Self,Minimally-Related Other condition,Unrelated Other condition","Reference: self,minimally-related other,other","Reference: self,other","Reference: self, partner, parent (for young adults) or child (for older adults),close friend, familiar acquaintance, famous person","Reference: self, friend, famous, font","Reference: self, a close other","Reference: Self,Best Friend,and the Danish Queen, Syllable",,"Reference: self, a close other","Reference:  self, other, semantic","Reference:self, other, sematic","Reference: Self, Mom, Bush","Reference: self, change","reference: self, a close other,Positive,Syllable","reference: self, friend or a non-close other","reference: self, lexical","reference: self,other,lexical","reference: self, Harry Potter","reference: (agentic) self, other","reference: (agentic) self, other","reference: self-evaluation (SE), other-evaluation (OE),semantic positivity-evaluation (SPE)","reference: self, other, font","reference: self, other, font","reference: self, other, control","reference: self, mother","reference: Self, Mother, Letter","reference: self, other","reference: self, other, control","reference: self, mother, father, best friend, Liu-Xiang, Font","reference: self,other/Hu Jintao","reference: self,mother,other, font","reference: self, other, semantic","reference: self, mother, semantic","reference: self, other, semantic","reference: self, celebrity","reference: self, other/Naoto Kan","reference: self-match, friend-match, stranger-match","reference: self, other, semantic, letter","reference: personal, relational, and collective self-worth, semantic","reference: self, other, semantic","reference: self, mother, semantic"
,,IV2,"old/same, old/different, new","Group: More-Eastern,Less-Eastern","communication, moral","
perspective: 1P, 3P","valence: positive, negative, neutral","valence: positive, negative, neutral","group: young, elderly","group: young, elderly","group: Non-religious, Christians",,,"social(so+),non-social(so-)","Reference: self, typical other man, typical other woman, and lexical","personality traits, mental states, and physical attributes","direction: upward, downward",,,,"Evaluation: prime,paired self-evaluation","relevant,irrelevant",,"1PP, 3PP","traits, social roles, and group memberships",,,"Context(specific, general)",,"Group:low PP, high PP","character, appearence","developmentally supportive, developmentally unsupportive",,"perspective: Direct, reflected, normative","mood: Happy, neutral, sad","valence: positive,negative","group: children, adults","reference: (conceptual) self, other","reference: (conceptual) self, other",,"word types: personal, social","word types: personal, social",,"stimulus: physical, academic, prosocial","context: physical, social (only 17)","response: remember, forget",,,"non-contradictory, contradictory","group: Han, Tibetan",,,,"valence: positive,negative",,,"valence: positive, negative",,,
,,IV3,,,"context(group, alone)",,,,,,,,,,,,distance: high vs low distance,,,,,,,,,,,,,NA,,"primiparous, multiparous",,,,,,,,,,,,,NA,,,,,,,,,"feedback: evaluation,social feedback",,,NA,,,
,,IV1_description,"self: 
other:best friend of the same sex,thinking about how long they already knew that person
syllables: judge the number of syllables of the trait words ","1. self:
2. mother: participant's mother
3. font: defined, word printed in bold-faced letters","1.self
2.other:Obama","1.self
2.other:a close friend or relative","1.self
2.other:scenarios' roles","1.self
2.other: traits are socially desirable?
3.letter:contain specific letter?","1.self
2.other:Albert Einstein
3.case:presented in upper case?","1.self
2.other:Albert Einstein
3.case:presented in upper case? ","1. Self, Jesus, Sakyamuni, other/Zhu-Rongji
2. Font: hether the word presented written in bold-faced characters","1. Self
2. Jesus
3. Sakyamuni
4.  Famous(Zhu-Rongji)
5. Font:written in bold faced character?","1.self
2.friend:undefined
3.case: printed in uppercase letters?","1.self:Does this picture personally relate to you?
2.non-self:Is this picture familiar to you?","1.self
2.typical male celebrity: Brad Pitt 
3.typical female celebrity:Julia Roberts
4.lexical control condition:contained the letter “r” or not","1.self
2.Bush:the current head of state (a familiar, but not personally known","1.self-other
2.familiar-other: close to their own age (± 5 years) and with whom they were in regular contact at the time of the study","1. other/president Bush: defined,Bush
2. case: defined,uppercase or not","1. friend:undefined,a current closest friend or close relative
2. a neutral stranger:undefined,apparent acquaintance with the participant and no personal relationship
3. an unpleasant person:undefined,people the participants don't like or have a bad relationship with","1.Minimally-Related Other condition:defined, shared participants' group color 
2.Unrelated Other condition:defined,did not share participants' group color","1.Minimally-related Other:defined,""How Kind is this person?""
2.Other: defined,""How Sweet is this person?""","
1.other: defined,a description of the celebrity ""Bruce Lee""","1.partner:undefined
2.parent (for young adults) or child (for older adults):undefined
3.close friend:undefined
4.familiar acquaintance:undefined
5.famous person:undefined","1. friend:undefined
2. famous:defined;Gen ga, a famous Buddhist singer
3. font:defined,bold or light-faced characters ","
1. a close other:undefined
2. traits:defined,relatively stable aspects of a person
3. social roles:defined, specialized actions that individuals take on in the context of a group
4. group memberships:defined,included various demographic groups (ethnicity and gender), subcultural stereotypes (e.g.,""nerd"", ""hipster""), as well as divisions specifific to the University of Toronto undergraduate population (e.g., ""humanities majors"", ""commuter students"")","
1. best Friend: defined,use personality trait adjectives for rating（six-point scale ）
2. the Danish Queen:defined,use personality trait adjectives for rating（six-point scale)
3. Syllable: defined, whether the number of syllables was even",,"
1.a close other: defined,someone they personally know well and whom they see at the university
2.context:defined,four descriptiveness judgment conditions(Self Specific,Self General,Other General,Other Specific)","
1.other:defined, ""OTHER is a generous person"", ""OTHER is not very attractive"", ""OTHER often talks too much""
2.semantic:defined,""You need water to live"", ""A vertebra is a bone"", ""A hand has 8 fingers"", ""Spring comes after Autumn""","
1.other:defined,other-referential processing (“OTHER is friendly”) 
2.sematic:defined,general semantic process- ing (used as baseline, control task) ","
1.Mom:defined,evaluation of the mother's character
2.Bush:defined,an assessment of Bush's character","
1.change:defined,Whether or not you believe that trait words can change for parents
","1. a close other: identified before the experiment began
2. positive: whether it's a positive personality trait;
3. syllable: whether the word contain two syllables","1. friend: identified before the experiment began
2. a non-close other: George Bush","1. lexical: defined, how many 'e' each word comprised ","1. other: this is indicated after recognition test
2. lexical: defined, whether the word contains letter 'r'",1. Harry Potter ,"1. other: (agentic) computer choose cards
2. other: (conceptual) Bush","1. other: (agentic) computer choose cards
2. other: (conceptual) Bush","1. other: a close friend or relative
2. semantic: whether adjectives in the set were of positive valence","1. Ju-yung Chung: a famous Korean entrepreneur
2. font: font was boldface or not ",,"1. control/other: Dutch prime-minister
2. social: whether it's socially desirable",1. mother: undefined,"1. Mother: 
2. Letter: choose the word that contained the letter “a”","1. self
2. other: Luxun",1. other: a significant other,"1. mother/father
2. font: bold/light faced",1. other: Hu Jintao,"1. mother
2. other: Lu Xun, a famous Chinese writer, for Han; or Don-grub-rgyal, a famous Tibetan writer and poet, for Tibetan
3. font: bold- or light-faced characters","1. other: Luxun
2. semantic: judged a word as positive or negative","1. mother: undefined
2. semantic: judged a word as positive or negative","1. other: an acquaintance
2. semantic: general world knowledge",1. celebrity: Liu Xiang,1. Naoto Kan: previous Japanese Prime Minister,"1. friend: undefined
2. stranger: undefined","1. other: Prime Minister of Japan, Jun-ichiro Koizumi
2. semantic: whether or not it was difficult to define each trait word
3. letter: whether or not each trait word contained a specific target letter","1. personal self-worth: the sentences from the Rosenberg Self-Esteem Scale
2. relational self-worth: items  from the Relational SelfEsteem Scale, which measures people's self-esteem in their relationships with significant others (Du et  al.,  2012)
3. collective self-worth: from the Collective Self-Esteem Scale, which measures people's self-esteem in general social groups (Luhtanen & Crocker,  1992)
4. semantic control: general knowledge, such as “Reading is a good habit.”","1. other: Luxun
2. semantic: judged a word as positive or negative","1. mother
2. semantic: judged a word as positive or negative"
Stimuli,Content,Sensory_info,Visual,visual,Visual,Visual,Visual,visual,Visual,Visual,visual,Visual,Visual,Visual,visual,visual,Visual,visual,visual,visual,visual,visual,visual,visual,Visual,visual,,visual,Visual,Visual,Visual,Visual,Visual,Visual,Visual,Visual,Auditory,Visual,visual,visual,Visual,Visual,Visual,visual,Visual,visual,visual,visual,visual,visual,Visual,Visual,visual,Visual,visual,Visual,Visual,visual,Visual,Visual
,,Semantic_info,trait,trait,statements,trait,two-sentences scenarios,trait,trait,trait,trait,trait,trait,non-erotic pictures,trait,trait,female faces,trait,trait,trait,trait,trait,trait,trait,"personality , roles, group
(‘clever and cunning’, ‘considerate and kind’)",trait,,trait,statement,traits,trait,trait,trait,trait,traits,trait,"phrase(""I am popular,” “I wish I had more friends"")",adjectives,nouns,trait,trait and social identity,trait and social identity,trait,statement,traits,trait,pictures,trait,trait pairs,trait,trait,trait,statement about self esteem,trait,trait,colored circle,traits,statement,trait,trait
